Station_Code,Station_Name,Short,Medium,Long,Total_Distinct_Trains,Pct_Short,Pct_Medium,Pct_Long
TME,TUTIMELUR,3,2,4,9,33.3,22.2,44.4
NOI,NARIAOLI,0,2,7,9,0.0,22.2,77.8
DOR,DUNDARA,0,0,9,9,0.0,0.0,100.0
TMU,TIRUMATHIKKU,0,5,4,9,0.0,55.6,44.4
MPLE,MAHIPAL  HAL,0,5,4,9,0.0,55.6,44.4
MOW,MANANWALA,0,7,2,9,0.0,77.8,22.2
KKRM,KAIKORAM,0,2,7,9,0.0,22.2,77.8
KEH,KAPSETHI,0,1,8,9,0.0,11.1,88.9
KED,KENDUAPADA,0,5,4,9,0.0,55.6,44.4
AHM,AHIMANPUR,0,4,5,9,0.0,44.4,55.6
BRWH,BAHERWA (HAL,0,4,5,9,0.0,44.4,55.6
CWN,CHAREWAN HAL,0,7,2,9,0.0,77.8,22.2
BDN,BHADAN,0,5,4,9,0.0,55.6,44.4
GDP,GUDUPALLI,2,5,2,9,22.2,55.6,22.2
MRN,MORWANI,0,4,5,9,0.0,44.4,55.6
DGF,DHANGARIA PH,0,9,0,9,0.0,100.0,0.0
KKB,KARAKBEL,0,0,9,9,0.0,0.0,100.0
RVD,RAVIKAMPADU,0,3,6,9,0.0,33.3,66.7
BPU,BHAUPUR,0,6,3,9,0.0,66.7,33.3
MSSD,MAHESHRI SAN,0,9,0,9,0.0,100.0,0.0
KESR,KESRI SINGHP,0,7,2,9,0.0,77.8,22.2
SDC,SAIDABAD,0,4,5,9,0.0,44.4,55.6
SDBH,SINDRI B.H,2,5,2,9,22.2,55.6,22.2
RYS,RASUIYA,0,2,7,9,0.0,22.2,77.8
GAUR,GAUR,0,1,8,9,0.0,11.1,88.9
NHY,NAGANAHALLI,0,3,6,9,0.0,33.3,66.7
KIW,KANWALPURA,0,5,4,9,0.0,55.6,44.4
MTIP,MATHNANHIPUR,0,9,0,9,0.0,100.0,0.0
ALMW,ALMAW (HALT),0,4,5,9,0.0,44.4,55.6
KFQ,KUMARANALLUR,0,4,5,9,0.0,44.4,55.6
KFK,KATKA,0,4,5,9,0.0,44.4,55.6
KISN,KALISEN PH,2,3,4,9,22.2,33.3,44.4
FTD,FATEHABAD JN,0,7,2,9,0.0,77.8,22.2
FSR,FAQARSAR,0,6,3,9,0.0,66.7,33.3
TSA,TISUA,0,2,7,9,0.0,22.2,77.8
TTU,TETTU,0,2,7,9,0.0,22.2,77.8
FKB,FAKHRABAD HA,0,2,7,9,0.0,22.2,77.8
DEL,DENDULURU,0,2,7,9,0.0,22.2,77.8
TUWA,TUWA,0,7,2,9,0.0,77.8,22.2
BRBS,BIRBANS,2,5,2,9,22.2,55.6,22.2
BRBL,BIRAHALLI,0,2,7,9,0.0,22.2,77.8
BDBG,BADHAI BALAM,0,7,2,9,0.0,77.8,22.2
PTRJ,PATTI RAJPUR,0,0,9,9,0.0,0.0,100.0
BRGT,BHERAGHAT,0,0,9,9,0.0,0.0,100.0
JDDA,JETHA HALT,1,4,4,9,11.1,44.4,44.4
JBW,JHABELWALI,0,7,2,9,0.0,77.8,22.2
SNO,SOMANUR,0,3,5,8,0.0,37.5,62.5
DL,DALADI,0,0,8,8,0.0,0.0,100.0
DKX,DUDHWAKHARA,0,0,8,8,0.0,0.0,100.0
BLGA,BELAGULA,0,2,6,8,0.0,25.0,75.0
PUWA,PAUWARA  HAL,0,8,0,8,0.0,100.0,0.0
PUW,PATUWAS MEHR,0,3,5,8,0.0,37.5,62.5
JFD,JIADHAL,0,0,8,8,0.0,0.0,100.0
DRZ,DALLI-RAJHAR,0,8,0,8,0.0,100.0,0.0
BGTN,BHAGTANWALA,0,8,0,8,0.0,100.0,0.0
BGSF,BISUGIR SHAR,0,0,8,8,0.0,0.0,100.0
BGRM,BIGGABAS RAM,0,3,5,8,0.0,37.5,62.5
BGQ,BHONGAON,0,0,8,8,0.0,0.0,100.0
LAN,LOTANA,0,6,2,8,0.0,75.0,25.0
LAL,LUSHALA,0,0,8,8,0.0,0.0,100.0
LAD,LOHARDAGA  B,1,7,0,8,12.5,87.5,0.0
PRE,PAHARA,0,3,5,8,0.0,37.5,62.5
PRDL,PARADOL,0,2,6,8,0.0,25.0,75.0
BLLI,BALLI,0,4,4,8,0.0,50.0,50.0
BLJA,BHALOJALA  H,0,8,0,8,0.0,100.0,0.0
BLGT,BALURGHAT,0,2,6,8,0.0,25.0,75.0
KTPR,KATHALPUKHUR,0,0,8,8,0.0,0.0,100.0
BXA,BALOD,0,8,0,8,0.0,100.0,0.0
SNS,SASNI,0,3,5,8,0.0,37.5,62.5
IGL,IRINGAL HALT,0,3,5,8,0.0,37.5,62.5
IDJ,IDALHOND H,0,0,8,8,0.0,0.0,100.0
AGY,AGORI KHAS,0,0,8,8,0.0,0.0,100.0
LDA,LIDHORA,0,2,6,8,0.0,25.0,75.0
LCR,LOKUR,0,0,8,8,0.0,0.0,100.0
LBO,LATABOR,0,8,0,8,0.0,100.0,0.0
LBI,LILABARI,0,0,8,8,0.0,0.0,100.0
DKWA,DOKWA,0,0,8,8,0.0,0.0,100.0
SRPM,SIRIPURAM,0,3,5,8,0.0,37.5,62.5
SRMP,SIRSI MUKHDU,0,8,0,8,0.0,100.0,0.0
SRMN,SEMRAON,0,5,3,8,0.0,62.5,37.5
IB,IB,1,1,6,8,12.5,12.5,75.0
HZR,HAFIZPUR,0,7,1,8,0.0,87.5,12.5
HZN,HAZRATNAGAR,0,8,0,8,0.0,100.0,0.0
HYL,HADYAL,0,0,8,8,0.0,0.0,100.0
HYA,HADIAYA,0,3,5,8,0.0,37.5,62.5
HVM,HAMSAVARAM,0,2,6,8,0.0,25.0,75.0
VPR,VISAPUR,0,0,8,8,0.0,0.0,100.0
VPO,BHUPIA MAU,0,0,8,8,0.0,0.0,100.0
PQT,PUNIYAVANT,0,8,0,8,0.0,100.0,0.0
BLW,BALAWALI,0,0,8,8,0.0,0.0,100.0
JJW,JOJWA,0,8,0,8,0.0,100.0,0.0
JJN,JHUNJUNU,0,0,8,8,0.0,0.0,100.0
JITE,JITE,0,4,4,8,0.0,50.0,50.0
JIL,JALILA ROAD,0,2,6,8,0.0,25.0,75.0
JIA,JIGNA,0,3,5,8,0.0,37.5,62.5
PYA,PEDAPARIYA,0,6,2,8,0.0,75.0,25.0
PWBN,PAWAI BROHMA,4,4,0,8,50.0,50.0,0.0
BWW,BARAWAHA,0,8,0,8,0.0,100.0,0.0
BWV,BHIWAPUR,0,0,8,8,0.0,0.0,100.0
KTKS,KANTAKOSH HA,0,8,0,8,0.0,100.0,0.0
KTKL,KOTLI KALAN,0,0,8,8,0.0,0.0,100.0
LEDO,LEDO,1,5,2,8,12.5,62.5,25.0
LDX,LADDA,0,0,8,8,0.0,0.0,100.0
BLSR,BELASAR  HAL,0,3,5,8,0.0,37.5,62.5
PQL,PINDIAL,0,2,6,8,0.0,25.0,75.0
PQH,PINDKEPAR HA,0,1,7,8,0.0,12.5,87.5
PQD,PRANPUR ROAD,0,8,0,8,0.0,100.0,0.0
SRSL,SIRSALA  HAL,0,0,8,8,0.0,0.0,100.0
SNDY,SANDAI (HALT,0,8,0,8,0.0,100.0,0.0
KTKA,KOTAKADRA HA,1,1,6,8,12.5,12.5,75.0
KTGO,KOTGAON HALT,0,0,8,8,0.0,0.0,100.0
KTGN,KOTLA GUJRAN,2,6,0,8,25.0,75.0,0.0
PYI,PAYLI,0,3,5,8,0.0,37.5,62.5
SNLR,SANTALPUR,0,2,6,8,0.0,25.0,75.0
CKG,CHOWKA GHAT,0,1,7,8,0.0,12.5,87.5
SRPN,SRIPANI,0,0,8,8,0.0,0.0,100.0
PPY,PAPATAPALLI,0,3,5,8,0.0,37.5,62.5
LIJ,LAKSHMIGANJ,0,2,6,8,0.0,25.0,75.0
LHM,LEHRA MUHABB,0,3,5,8,0.0,37.5,62.5
LKBL,LAKHABAVAL,0,0,8,8,0.0,0.0,100.0
LKB,LAKSHMIPUR B,0,3,5,8,0.0,37.5,62.5
HSDA,HANSDIHA,1,7,0,8,12.5,87.5,0.0
ARAG,ARAG,0,2,6,8,0.0,25.0,75.0
PPE,PAINTEPUR F,0,5,3,8,0.0,62.5,37.5
PPDA,PANCHPATIA D,0,4,4,8,0.0,50.0,50.0
LKY,LAKHMAPUR,0,0,8,8,0.0,0.0,100.0
LKNA,LAKHNA,0,0,8,8,0.0,0.0,100.0
DRN,DEORANIAN,0,8,0,8,0.0,100.0,0.0
DRBR,DEORAHA BABA,7,1,0,8,87.5,12.5,0.0
SNBD,SUNDERABAD,0,7,1,8,0.0,87.5,12.5
JLW,JHALWARA,1,0,7,8,12.5,0.0,87.5
RAYA,RAYA,0,4,4,8,0.0,50.0,50.0
RAMR,RAMAIPUR (HA,0,5,3,8,0.0,62.5,37.5
KSW,KHERI SALWA,0,2,6,8,0.0,25.0,75.0
JKT,JEKOT,0,4,4,8,0.0,50.0,50.0
POT,POTHIA,0,0,8,8,0.0,0.0,100.0
LMD,LINGANENIDOD,0,2,6,8,0.0,25.0,75.0
LLU,LALRU,0,2,6,8,0.0,25.0,75.0
SSNH,SHRISARADANA,0,0,8,8,0.0,0.0,100.0
SSKL,SUSKAL,0,8,0,8,0.0,100.0,0.0
SSKA,SISARKA,0,2,6,8,0.0,25.0,75.0
SSI,SHIRSAI,3,5,0,8,37.5,62.5,0.0
SSGR,SISAI GULAB,7,1,0,8,87.5,12.5,0.0
SSF,SIRSUPHAL,3,5,0,8,37.5,62.5,0.0
SMNE,SOMTANE,0,4,4,8,0.0,50.0,50.0
KSBP,KESHABPUR,0,8,0,8,0.0,100.0,0.0
KSK,KASIM KOTA,0,2,6,8,0.0,25.0,75.0
KSIH,KHODSEONI,0,1,7,8,0.0,12.5,87.5
USRA,USRA,0,4,4,8,0.0,50.0,50.0
URR,UMRED,0,0,8,8,0.0,0.0,100.0
BBN,BARBIL,0,2,6,8,0.0,25.0,75.0
STNR,SITALNAGAR,0,3,5,8,0.0,37.5,62.5
STE,SAGARAKATTE,0,2,6,8,0.0,25.0,75.0
HSB,HASANBAZAR H,0,5,3,8,0.0,62.5,37.5
HRPG,HARPALGANJ,0,3,5,8,0.0,37.5,62.5
CKSR,CHAKSAFAURA,0,8,0,8,0.0,100.0,0.0
SSU,SASAMUSA,0,2,6,8,0.0,25.0,75.0
SSPH,SATISH SAMAN,0,8,0,8,0.0,100.0,0.0
LLR,LALPUR,1,1,6,8,12.5,12.5,75.0
POI,PONPADI,0,4,4,8,0.0,50.0,50.0
LOL,LOLIEM,0,4,4,8,0.0,50.0,50.0
LNR,LUN RICHHA,0,0,8,8,0.0,0.0,100.0
KRTL,KARTAULI (HA,0,8,0,8,0.0,100.0,0.0
KRTA,KARKATTA,0,0,8,8,0.0,0.0,100.0
KRPR,KAREPUR HALT,0,0,8,8,0.0,0.0,100.0
BKTH,BAIKUNTH,1,3,4,8,12.5,37.5,50.0
RCR,RATAR CHHATT,2,6,0,8,25.0,75.0,0.0
RCP,RAMA CHANDRA,4,0,4,8,50.0,0.0,50.0
RCGT,RICHUGHUTA,0,0,8,8,0.0,0.0,100.0
SMRR,SUMRERI,0,2,6,8,0.0,25.0,75.0
LMY,LAIMEKURI,0,0,8,8,0.0,0.0,100.0
LOV,LOVEDALE,6,1,1,8,75.0,12.5,12.5
BMHT,BARAW MORE,0,5,3,8,0.0,62.5,37.5
AWS,AWASANI,0,0,8,8,0.0,0.0,100.0
DST,DASAMPATTI,0,0,8,8,0.0,0.0,100.0
DSPT,DANISHPET,0,0,8,8,0.0,0.0,100.0
DAG,DHANG,0,2,6,8,0.0,25.0,75.0
DABN,DHABAN,0,2,6,8,0.0,25.0,75.0
CKN,CHINTA KANI,0,3,5,8,0.0,37.5,62.5
HRG,HIRDAGARH,0,4,4,8,0.0,50.0,50.0
BMGR,BAMANGRAM,0,6,2,8,0.0,75.0,25.0
BMGN,BAMUNIGAON,0,1,7,8,0.0,12.5,87.5
ALAL,ALAL,0,3,5,8,0.0,37.5,62.5
BAMA,BIRAMBAD,0,4,4,8,0.0,50.0,50.0
BALR,BAITALPUR,0,2,6,8,0.0,25.0,75.0
SUBR,SUBHAGPUR,0,0,8,8,0.0,0.0,100.0
STZ,SATRAON F,7,1,0,8,87.5,12.5,0.0
JNKR,JANAKINAGAR,0,6,2,8,0.0,75.0,25.0
CHNR,CHHAN ARORIA,0,2,6,8,0.0,25.0,75.0
SMD,CHERANMAHADE,0,8,0,8,0.0,100.0,0.0
BLDK,BELAKOBA,0,7,1,8,0.0,87.5,12.5
BLAX,BARLAI,1,4,3,8,12.5,50.0,37.5
BLA,BAJALTA,1,3,4,8,12.5,37.5,50.0
KRNU,KANANUR,0,8,0,8,0.0,100.0,0.0
KRUR,KEERANUR,0,6,2,8,0.0,75.0,25.0
STPT,SITAMPET HAL,0,1,7,8,0.0,12.5,87.5
ATT,ATARI JN,4,2,2,8,50.0,25.0,25.0
ATS,ATTABIRA,0,0,8,8,0.0,0.0,100.0
DBY,DIGBOI,1,5,2,8,12.5,62.5,25.0
VRLF,VERAVAL MG,0,4,4,8,0.0,50.0,50.0
LUA,LALAURI KHER,0,8,0,8,0.0,100.0,0.0
LTR,LAKHTAR,0,0,8,8,0.0,0.0,100.0
DMD,DHARMADAM HA,0,3,5,8,0.0,37.5,62.5
DLX,DALIMGAON,0,6,2,8,0.0,75.0,25.0
VLL,VELLAYIL HAL,0,3,5,8,0.0,37.5,62.5
RD,RAM DAYALU N,0,4,4,8,0.0,50.0,50.0
JMQ,JAMIRGHATA,0,4,4,8,0.0,50.0,50.0
JMK,JAMUNAMUKH,0,0,8,8,0.0,0.0,100.0
JMIR,JAMIRA HALT,0,3,5,8,0.0,37.5,62.5
JMG,JAMGA,1,1,6,8,12.5,12.5,75.0
LRU,LALPUR UMRIL,0,0,8,8,0.0,0.0,100.0
BMP,BRAMHPURI,0,1,7,8,0.0,12.5,87.5
HM,HADMATIYA,0,0,8,8,0.0,0.0,100.0
SUJ,SARJU,0,1,7,8,0.0,12.5,87.5
BGD,BARA GUDHA,0,0,8,8,0.0,0.0,100.0
KRMP,KUMARIPUR HA,0,8,0,8,0.0,100.0,0.0
KRMG,KUMARAMANGAL,0,6,2,8,0.0,75.0,25.0
KRL,KOTARLIA,1,1,6,8,12.5,12.5,75.0
VMP,VALLAMPADUGA,0,6,2,8,0.0,75.0,25.0
VLT,VALATHOOR,0,2,6,8,0.0,25.0,75.0
DMG,DOMINGARH,0,1,7,8,0.0,12.5,87.5
BFQ,BENDI,0,0,8,8,0.0,0.0,100.0
HNG,HIRANGAON,0,4,4,8,0.0,50.0,50.0
HNDR,HENDEGIR,0,0,8,8,0.0,0.0,100.0
SUI,SUI,0,2,6,8,0.0,25.0,75.0
PLGH,PALIGARH (HA,0,0,8,8,0.0,0.0,100.0
PLA,PALIA,0,7,1,8,0.0,87.5,12.5
AMY,AKATHAMURI,0,3,5,8,0.0,37.5,62.5
MAGH,MANIKGARH JN,0,0,8,8,0.0,0.0,100.0
PKPU,PEDDAKURA PA,0,3,5,8,0.0,37.5,62.5
ANF,ANANTAPURAM,0,2,6,8,0.0,25.0,75.0
ANA,ASLANA,0,2,6,8,0.0,25.0,75.0
PJK,PANJ-KOSI,0,4,4,8,0.0,50.0,50.0
SVG,SAWALGI,0,2,6,8,0.0,25.0,75.0
SUZ,SUBANSIRI,0,0,8,8,0.0,0.0,100.0
SUX,SUDIYUR,0,5,3,8,0.0,62.5,37.5
JPD,JALALPUR-DHA,0,0,8,8,0.0,0.0,100.0
VAN,VADHVANA,0,8,0,8,0.0,100.0,0.0
VAL,VADAL,0,0,8,8,0.0,0.0,100.0
KRGN,KARGAON HALT,0,0,8,8,0.0,0.0,100.0
RET,RENTIYA,0,4,4,8,0.0,50.0,50.0
REG,REGUPALEM,0,2,6,8,0.0,25.0,75.0
RDS,RAMDAS,2,6,0,8,25.0,75.0,0.0
BHJ,BARHAJ BAZAR,7,1,0,8,87.5,12.5,0.0
HMQ,HIMMATPURA,0,0,8,8,0.0,0.0,100.0
HML,HELEM,0,0,8,8,0.0,0.0,100.0
HMK,HINDUMALKOTE,0,4,4,8,0.0,50.0,50.0
PJH,PIRJHALAR,0,7,1,8,0.0,87.5,12.5
PIS,PISKA FS,1,7,0,8,12.5,87.5,0.0
MANI,MANI HALT,0,5,3,8,0.0,62.5,37.5
MALK,MALKAPUR ROA,2,0,6,8,25.0,0.0,75.0
PIO,PILOL,0,6,2,8,0.0,75.0,25.0
HHG,HEHEGARA HAL,0,0,8,8,0.0,0.0,100.0
HGR,HIMGIR,1,1,6,8,12.5,12.5,75.0
HGJ,HARDUAGANJ,0,0,8,8,0.0,0.0,100.0
SVQ,SIVOK,0,0,8,8,0.0,0.0,100.0
SKW,SHEIKHUPUR,0,8,0,8,0.0,100.0,0.0
BHME,BHANDARIDAH,1,0,7,8,12.5,0.0,87.5
BHMA,BAGHMARA HAL,0,8,0,8,0.0,100.0,0.0
BYSA,BASULYA SUTA,0,8,0,8,0.0,100.0,0.0
BYS,BARSALI,2,0,6,8,25.0,0.0,75.0
KQW,KHEDULI,0,0,8,8,0.0,0.0,100.0
KQQ,KAUKUNTLA,0,0,8,8,0.0,0.0,100.0
RGNH,RAGHUNATHGAR,0,8,0,8,0.0,100.0,0.0
MAYR,MAYAR,0,2,6,8,0.0,25.0,75.0
BTX,BELA TAL,0,0,8,8,0.0,0.0,100.0
PHE,PAHALEJA,0,2,6,8,0.0,25.0,75.0
PGZ,PERUNGUZHI,0,3,5,8,0.0,37.5,62.5
HEI,HEGGERE,0,0,8,8,0.0,0.0,100.0
CLN,KOLLIDAM,0,6,2,8,0.0,75.0,25.0
BMY,BAMIANA,0,8,0,8,0.0,100.0,0.0
BMW,BAMHANI,0,0,8,8,0.0,0.0,100.0
MBG,MAIBANG,0,3,5,8,0.0,37.5,62.5
PGU,PADUGUPADU,0,2,6,8,0.0,25.0,75.0
DTN,DHAMTAN SAHI,0,0,8,8,0.0,0.0,100.0
DTL,DARRITOLA,0,0,8,8,0.0,0.0,100.0
ULM,URLAM,0,2,6,8,0.0,25.0,75.0
SWJ,SIAJULI,0,0,8,8,0.0,0.0,100.0
SWE,SIWAITH,0,0,8,8,0.0,0.0,100.0
SWD,SANAWAD,0,8,0,8,0.0,100.0,0.0
CLDB,CHANDLODIYA(,2,4,2,8,25.0,50.0,25.0
CLD,CHALSA,0,1,7,8,0.0,12.5,87.5
HDWL,HARDORAWAL,2,6,0,8,25.0,75.0,0.0
HDM,HIRDAMALI,0,1,7,8,0.0,12.5,87.5
UND,UNCHDIH,0,3,5,8,0.0,37.5,62.5
MCU,MULACALA CHE,0,0,8,8,0.0,0.0,100.0
MC,MANDAPAM CAM,0,5,3,8,0.0,62.5,37.5
CHDX,CHHADA,0,0,8,8,0.0,0.0,100.0
AWH,ALEWAHI,0,1,7,8,0.0,12.5,87.5
BYP,BAIJNATHPUR,2,6,0,8,25.0,75.0,0.0
KPPR,KARUPPUR,0,0,8,8,0.0,0.0,100.0
KPZ,KAPREN,0,0,8,8,0.0,0.0,100.0
UWNR,UDWANT NAGAR,0,5,3,8,0.0,62.5,37.5
AT,ASNOTI,0,4,4,8,0.0,50.0,50.0
DASF,DHASA JN (MG,0,4,4,8,0.0,50.0,50.0
SKX,SARKARA,5,1,2,8,62.5,12.5,25.0
DHRR,DHIRERA,0,0,8,8,0.0,0.0,100.0
DIT,DOHRIGHAT,2,6,0,8,25.0,75.0,0.0
DIPA,DIPA,0,0,8,8,0.0,0.0,100.0
VRVL,VIRA VALLI H,0,2,6,8,0.0,25.0,75.0
PEN,PEN,0,4,4,8,0.0,50.0,50.0
PEL,POLIREDDIPAL,0,6,2,8,0.0,75.0,25.0
PEA,PETTAI,0,8,0,8,0.0,100.0,0.0
SYE,SINDEWAHI,0,1,7,8,0.0,12.5,87.5
SYC,SARAI CHANDI,0,1,7,8,0.0,12.5,87.5
HDA,HIRNODA,1,1,6,8,12.5,12.5,75.0
HBS,HEBSUR,0,0,8,8,0.0,0.0,100.0
SXF,SOBHAPUR,0,0,8,8,0.0,0.0,100.0
MDHA,MADHADA,6,2,0,8,75.0,25.0,0.0
MDDG,MALADGAON,3,5,0,8,37.5,62.5,0.0
MDLA,MUDLANA,0,2,6,8,0.0,25.0,75.0
BTRO,BASTOI (HALT,0,4,4,8,0.0,50.0,50.0
BTRI,BITROI,0,8,0,8,0.0,100.0,0.0
CMC,CHEMANCHERI,0,3,5,8,0.0,37.5,62.5
APTA,APTA,0,4,4,8,0.0,50.0,50.0
APN,AYODHYAPATTI,0,4,4,8,0.0,50.0,50.0
RIKD,RISHIKUND,0,3,5,8,0.0,37.5,62.5
BKRO,BOKARO THERM,1,0,7,8,12.5,0.0,87.5
BKRL,BAKROL,0,6,2,8,0.0,75.0,25.0
RIGA,RIGA,0,2,6,8,0.0,25.0,75.0
RGU,RAGAUL,0,0,8,8,0.0,0.0,100.0
JRA,JARAIKELA,1,5,2,8,12.5,62.5,25.0
JPZ,JOGIGHOPA,0,0,8,8,0.0,0.0,100.0
HBL,HOMBAL,0,0,8,8,0.0,0.0,100.0
HAH,HOSA AGRAHAR,0,2,6,8,0.0,25.0,75.0
GZS,GIANI ZAIL S,0,4,4,8,0.0,50.0,50.0
GZM,GOUR MALDA,0,4,4,8,0.0,50.0,50.0
BNK,BANASANKARI,0,0,8,8,0.0,0.0,100.0
BNH,BHIMNATH,0,2,6,8,0.0,25.0,75.0
DBB,DHUBRI,0,0,8,8,0.0,0.0,100.0
DB,DABHOI JN.,0,8,0,8,0.0,100.0,0.0
KPJ,KOPAGANJ HAL,2,6,0,8,25.0,75.0,0.0
KPE,KAUWAPUR,0,0,8,8,0.0,0.0,100.0
SKSO,SIKOSA,0,8,0,8,0.0,100.0,0.0
SKND,SUKINDA ROAD,0,0,8,8,0.0,0.0,100.0
SKLI,SUKLI,5,3,0,8,62.5,37.5,0.0
MEU,MENDU (HALT),0,4,4,8,0.0,50.0,50.0
PDD,PADUBIDRI,1,0,7,8,12.5,0.0,87.5
GW,GIRWAR,0,2,6,8,0.0,25.0,75.0
BEP,BHEERPUR,0,3,5,8,0.0,37.5,62.5
BEO,BIROHE,0,3,5,8,0.0,37.5,62.5
ANP,ANANDATANDAV,0,6,2,8,0.0,75.0,25.0
CABN,BMY A CABIN,3,2,3,8,37.5,25.0,37.5
APH,ANUPGARH,0,8,0,8,0.0,100.0,0.0
SJV,SAJHAULI HAL,0,5,3,8,0.0,62.5,37.5
SJQ,SURAJPUR ROA,0,0,8,8,0.0,0.0,100.0
BHRH,BHUYAR,0,0,8,8,0.0,0.0,100.0
SZF,SATBAHINI,0,0,8,8,0.0,0.0,100.0
SYZ,SONAI,0,4,4,8,0.0,50.0,50.0
SYU,SARAYAN,0,5,3,8,0.0,62.5,37.5
GWSB,GOINDWAL SAH,0,8,0,8,0.0,100.0,0.0
CMX,CHAMAGRAM,0,4,4,8,0.0,50.0,50.0
MGG,MANGLIYAGAON,1,4,3,8,12.5,50.0,37.5
PCM,PAVURCHATRAM,0,8,0,8,0.0,100.0,0.0
GUP,GAURIPUR,0,0,8,8,0.0,0.0,100.0
GUK,GUNTAKODURU,0,6,2,8,0.0,75.0,25.0
SJGM,SANJOY GRAM,0,2,6,8,0.0,25.0,75.0
JTRD,JATH ROAD,0,2,6,8,0.0,25.0,75.0
JTK,JHITKIA,0,6,2,8,0.0,75.0,25.0
BKHR,BAKHRI,0,0,8,8,0.0,0.0,100.0
RKN,RATI-KA-NAGL,0,4,4,8,0.0,50.0,50.0
RKK,RATANGARH KA,0,0,8,8,0.0,0.0,100.0
BFF,BARABHATI,0,1,7,8,0.0,12.5,87.5
BFD,BORHAT,0,0,8,8,0.0,0.0,100.0
PCLI,PALACHAURI,0,4,4,8,0.0,50.0,50.0
BTBR,BUTI BORI JN,0,2,6,8,0.0,25.0,75.0
MGLI,MANGLI HALT,0,0,8,8,0.0,0.0,100.0
UKD,ULINDAKONDA,0,3,5,8,0.0,37.5,62.5
GTM,GHATAMPUR,0,0,8,8,0.0,0.0,100.0
GTLM,GOTLAM,0,0,8,8,0.0,0.0,100.0
MGL,MUGLOLLI,0,0,8,8,0.0,0.0,100.0
PAX,PATTI,0,8,0,8,0.0,100.0,0.0
PAVI,PAVI,0,8,0,8,0.0,100.0,0.0
PATM,PATAM,0,5,3,8,0.0,62.5,37.5
BTHL,BITHAULI F,0,4,4,8,0.0,50.0,50.0
PAPM,PALATPOTARAM,0,1,7,8,0.0,12.5,87.5
DAQ,DAUD KHAN,0,3,5,8,0.0,37.5,62.5
DAP,DAGMAGPUR,0,3,5,8,0.0,37.5,62.5
DAO,DAGHORA,1,1,6,8,12.5,12.5,75.0
VAY,VAYALAR,0,8,0,8,0.0,100.0,0.0
SHTS,SAMBAHAL HAT,0,8,0,8,0.0,100.0,0.0
KO,KOSGI,1,2,5,8,12.5,25.0,62.5
KNS,KANCHAUSI,0,6,2,8,0.0,75.0,25.0
KNPS,KENDPOSI,0,5,3,8,0.0,62.5,37.5
RMF,RAMNA,0,0,8,8,0.0,0.0,100.0
SHJP,SAHAJIPUR HA,0,0,8,8,0.0,0.0,100.0
SHI,SINGANALLUR,0,3,5,8,0.0,37.5,62.5
SHH,SHAPUR,0,0,8,8,0.0,0.0,100.0
KADH,KHAIRADIH HA,0,5,3,8,0.0,62.5,37.5
ZPL,ZANGALAPALLE,0,0,8,8,0.0,0.0,100.0
RMSR,RAMSINGHPUR,0,8,0,8,0.0,100.0,0.0
DCX,DHANIACHHA,0,2,6,8,0.0,25.0,75.0
RMP,RAHIMATPUR,0,0,8,8,0.0,0.0,100.0
KNNT,KUNNATHUR HA,0,0,8,8,0.0,0.0,100.0
BNO,BANAR,0,2,6,8,0.0,25.0,75.0
MHI,MANIHARI,0,8,0,8,0.0,100.0,0.0
BRIH,BAIRI HALT,0,5,3,8,0.0,62.5,37.5
TAC,TATI CHERLA,0,0,8,8,0.0,0.0,100.0
GTU,GHATNANDUR,0,0,8,8,0.0,0.0,100.0
NABN,NAGBHIR JN.,0,0,8,8,0.0,0.0,100.0
GTP,GHATPURI,0,8,0,8,0.0,100.0,0.0
YNG,YENUGONDA HA,0,2,6,8,0.0,25.0,75.0
UKR,UDALKACHHAR,0,0,8,8,0.0,0.0,100.0
VTG,BHETAGURI,0,2,6,8,0.0,25.0,75.0
VT,VELLORE TOWN,0,4,4,8,0.0,50.0,50.0
VSW,VISAVADAR,0,1,7,8,0.0,12.5,87.5
AADR,AMB  ANDAURA,2,0,6,8,25.0,0.0,75.0
DIB,DIBAI,0,0,8,8,0.0,0.0,100.0
DHY,DHARODI,0,0,8,8,0.0,0.0,100.0
BNLS,BANGI NIHAL,0,0,8,8,0.0,0.0,100.0
TBR,TAIABPUR,0,0,8,8,0.0,0.0,100.0
GSRM,GAURI SHRI R,0,2,6,8,0.0,25.0,75.0
YLK,YELLAKARU,0,4,4,8,0.0,50.0,50.0
GSI,GHOSI,2,6,0,8,25.0,75.0,0.0
ELM,ELIMALA,1,2,5,8,12.5,25.0,62.5
TAZ,TARGAON,0,0,8,8,0.0,0.0,100.0
MHT,MANJHI F,0,0,8,8,0.0,0.0,100.0
MHPR,MAHIYARPUR,0,8,0,8,0.0,100.0,0.0
OSRA,OSRA,0,7,1,8,0.0,87.5,12.5
ORGA,ORGA,0,0,8,8,0.0,0.0,100.0
OREH,ORE HALT,0,8,0,8,0.0,100.0,0.0
MIYN,MANIYAN,0,8,0,8,0.0,100.0,0.0
MIW,MIGHAUNA (HA,0,8,0,8,0.0,100.0,0.0
MIR,MAIJAPUR,0,1,7,8,0.0,12.5,87.5
SGUT,SILIGURI TOW,0,2,6,8,0.0,25.0,75.0
SGRR,SANGAR,1,3,4,8,12.5,37.5,50.0
