Station_Code,Station_Name,Short,Medium,Long,Total_Distinct_Trains,Pct_Short,Pct_Medium,Pct_Long
SZP,SHAHJAHANPUR,0,10,0,10,0.0,100.0,0.0
PDG,PARADGAON HA,0,0,10,10,0.0,0.0,100.0
MEM,MAU AIMMA,0,0,10,10,0.0,0.0,100.0
MENP,MEENAPUR,1,7,2,10,10.0,70.0,20.0
PDL,PENDEKALLU,0,2,8,10,0.0,20.0,80.0
BNDP,BUNIYADPUR,0,4,6,10,0.0,40.0,60.0
MDRR,MADHAVNAGAR,0,0,10,10,0.0,0.0,100.0
MDT,MADARIHAT,0,1,9,10,0.0,10.0,90.0
BHKD,BHURKUNDA,0,0,10,10,0.0,0.0,100.0
KPB,KHARPOKHRA,0,0,10,10,0.0,0.0,100.0
BZR,BISRA,3,4,3,10,30.0,40.0,30.0
VKNR,VALMIKINAGAR,0,0,10,10,0.0,0.0,100.0
VKR,VENKATNAGAR,1,0,9,10,10.0,0.0,90.0
VLA,BAVLA,0,4,6,10,0.0,40.0,60.0
BHNP,BISHANPUR HA,1,7,2,10,10.0,70.0,20.0
MDVK,MAHADEO KHED,0,4,6,10,0.0,40.0,60.0
MDW,MARWAR MUNDW,2,0,8,10,20.0,0.0,80.0
PDPR,PURANDARPUR,0,10,0,10,0.0,100.0,0.0
BTR,BUTARI,0,7,3,10,0.0,70.0,30.0
BTRA,BANTHRA,0,2,8,10,0.0,20.0,80.0
GZL,GAZULAPALLI,0,0,10,10,0.0,0.0,100.0
GZO,GAZOLE,0,4,6,10,0.0,40.0,60.0
GZT,GHAZIPUR GHA,0,4,6,10,0.0,40.0,60.0
JRJ,JARGAON,0,4,6,10,0.0,40.0,60.0
RIKA,RATIKHEDA,0,4,6,10,0.0,40.0,60.0
SKGH,SAKTESGARH,0,0,10,10,0.0,0.0,100.0
SKJS,KRISHAN JANM,10,0,0,10,100.0,0.0,0.0
CMNR,CHAMRAJANAGA,0,8,2,10,0.0,80.0,20.0
MDDP,MANDIDEEP,1,0,9,10,10.0,0.0,90.0
MDJN,MADAR JN,2,0,8,10,20.0,0.0,80.0
MDKI,MADUKARAI,0,5,5,10,0.0,50.0,50.0
SXD,SIDULI (FLAG,0,10,0,10,0.0,100.0,0.0
SXK,SHAHJAHANPUR,0,8,2,10,0.0,80.0,20.0
HDB,HALDIBARI,2,6,2,10,20.0,60.0,20.0
SXT,SALEM TOWN,0,4,6,10,0.0,40.0,60.0
PDZ,PILODA,0,0,10,10,0.0,0.0,100.0
VRPD,VIRAPANDY RO,0,3,7,10,0.0,30.0,70.0
VRQ,VIRARAKKIYAM,0,9,1,10,0.0,90.0,10.0
DJG,DULIAJAN,0,0,10,10,0.0,0.0,100.0
DAU,DAGRU,0,10,0,10,0.0,100.0,0.0
DAVC,D.A.V.COLLEG,0,10,0,10,0.0,100.0,0.0
KPXR,KAIPADAR ROA,0,2,8,10,0.0,20.0,80.0
BYQ,BAHAI HALT,0,4,6,10,0.0,40.0,60.0
BHKH,BAGHOIKUSA,0,6,4,10,0.0,60.0,40.0
PG,PERGAON,0,0,10,10,0.0,0.0,100.0
PGA,PAGARA,0,4,6,10,0.0,40.0,60.0
SWNR,SEWA NAGAR,6,4,0,10,60.0,40.0,0.0
PGN,PERUGAMANI,0,9,1,10,0.0,90.0,10.0
MBC,MAHANANDA BR,0,6,4,10,0.0,60.0,40.0
HHP,HARHAR FATEH,0,2,8,10,0.0,20.0,80.0
HIL,HILSA BLOCK,0,8,2,10,0.0,80.0,20.0
CLF,CHHULHA,1,0,9,10,10.0,0.0,90.0
HGI,HAGARI,1,1,8,10,10.0,10.0,80.0
SW,SEHRAMAU,0,10,0,10,0.0,100.0,0.0
PHS,FEROZESHAH,0,10,0,10,0.0,100.0,0.0
PHWR,PEHOWA ROAD,0,8,2,10,0.0,80.0,20.0
PIGT,PILIGHAT,0,4,6,10,0.0,40.0,60.0
HLE,HEELALIGE,0,6,4,10,0.0,60.0,40.0
HLK,HOLALKERE,0,0,10,10,0.0,0.0,100.0
SVKS,SIVAKASI,0,5,5,10,0.0,50.0,50.0
SVPM,SRIVENKATESW,0,2,8,10,0.0,20.0,80.0
SLGH,SHELGAON HAL,0,2,8,10,0.0,20.0,80.0
SLHP,SULAH HIMACH,0,0,10,10,0.0,0.0,100.0
SLKX,SALAKATI,0,0,10,10,0.0,0.0,100.0
RGP,RAGHUNATHPAL,2,2,6,10,20.0,20.0,60.0
RGPM,RAGHAVAPURAM,0,2,8,10,0.0,20.0,80.0
KQA,KONDAGUNTA,0,6,4,10,0.0,60.0,40.0
KQT,KURGUNTA,1,0,9,10,10.0,0.0,90.0
KQZ,KOLAR,4,2,4,10,40.0,20.0,40.0
SVPR,SRIVILLIPUTT,0,5,5,10,0.0,50.0,50.0
MALA,MALA,0,10,0,10,0.0,100.0,0.0
PIT,PALITANA,6,2,2,10,60.0,20.0,20.0
SMBL,SIMBHOOLI,0,0,10,10,0.0,0.0,100.0
KRG,KOREGAON,0,0,10,10,0.0,0.0,100.0
RG,RAJGHAT NARO,0,0,10,10,0.0,0.0,100.0
RGI,RAMAGIRI,0,0,10,10,0.0,0.0,100.0
VAPM,VALAPATTANAM,1,2,7,10,10.0,20.0,70.0
JOL,JOGAL,2,6,2,10,20.0,60.0,20.0
JPG,JALPAIGURI,2,6,2,10,20.0,60.0,20.0
JPM,JIYAPURAM HA,0,9,1,10,0.0,90.0,10.0
HMR,HAMIRA,0,7,3,10,0.0,70.0,30.0
SVD,SARWARI,0,0,10,10,0.0,0.0,100.0
ANAS,ANAS,0,4,6,10,0.0,40.0,60.0
PKF,POKLA,0,0,10,10,0.0,0.0,100.0
AMVA,AMARAVILLA H,0,7,3,10,0.0,70.0,30.0
PLL,PARLI,0,5,5,10,0.0,50.0,50.0
PLMD,PILAMEDU,0,3,7,10,0.0,30.0,70.0
BFPA,BHOPATPUR,0,10,0,10,0.0,100.0,0.0
HNH,HANUMANAHALL,0,2,8,10,0.0,20.0,80.0
HNK,HANAKERE,0,4,6,10,0.0,40.0,60.0
RDI,KARDI,0,0,10,10,0.0,0.0,100.0
JNO,JUNNORDEO,0,4,6,10,0.0,40.0,60.0
JNP,JAGAN NATHAP,0,2,8,10,0.0,20.0,80.0
JOA,JANWAL,1,0,9,10,10.0,0.0,90.0
SLRA,SARLA,2,3,5,10,20.0,30.0,50.0
SLWR,SILAWAR,0,2,8,10,0.0,20.0,80.0
SLZ,SOLARI,0,2,8,10,0.0,20.0,80.0
BHGP,BHAGIRATHPUR,0,10,0,10,0.0,100.0,0.0
SUL,SULDHAL,0,4,6,10,0.0,40.0,60.0
HMA,HUMMA,0,2,8,10,0.0,20.0,80.0
BMLL,BAMLA,2,6,2,10,20.0,60.0,20.0
LVR,LOK VIDYAPIT,0,10,0,10,0.0,100.0,0.0
MABN,MABAN,0,4,6,10,0.0,40.0,60.0
BMPL,BRAHMANPALLI,0,1,9,10,0.0,10.0,90.0
LSX,LOISINGHA,0,0,10,10,0.0,0.0,100.0
LTD,LATHIDAD,0,5,5,10,0.0,50.0,50.0
JMPT,JIMIDIPETA,0,0,10,10,0.0,0.0,100.0
RCTC,RAGHUNATHPUR,0,7,3,10,0.0,70.0,30.0
RDF,RADHAGAON,0,4,6,10,0.0,40.0,60.0
RDHP,RADHANPUR,0,2,8,10,0.0,20.0,80.0
DLQ,DALELNAGAR,0,2,8,10,0.0,20.0,80.0
DLZ,DHOLBAZA,0,10,0,10,0.0,100.0,0.0
DMC,DHEMAJI,0,0,10,10,0.0,0.0,100.0
LUSA,LUSA,0,0,10,10,0.0,0.0,100.0
VRLR,VIRANI ALUR,0,7,3,10,0.0,70.0,30.0
DKC,DEVARKADRE,1,1,8,10,10.0,10.0,80.0
UPR,USMANPUR,0,0,10,10,0.0,0.0,100.0
UPW,UPPALAVAI,0,2,8,10,0.0,20.0,80.0
HPKA,HINOTIA-PIPA,0,4,6,10,0.0,40.0,60.0
HR,HARPALU,0,0,10,10,0.0,0.0,100.0
HRB,HARRI,1,0,9,10,10.0,0.0,90.0
BXP,BARPATHAR,0,0,10,10,0.0,0.0,100.0
BXQ,BRUNDAMAL,2,3,5,10,20.0,30.0,50.0
BXY,BORDHAI,0,4,6,10,0.0,40.0,60.0
SMCP,SIMEN CHAPAR,0,0,10,10,0.0,0.0,100.0
CHP,CHAPPI,0,2,8,10,0.0,20.0,80.0
CHPD,CHEPPAD,1,9,0,10,10.0,90.0,0.0
VRM,VARNAMA,0,6,4,10,0.0,60.0,40.0
BMCK,BISSAM  CUTT,0,2,8,10,0.0,20.0,80.0
BMGM,BRAHMANA GUD,0,5,5,10,0.0,50.0,50.0
HOD,HALDIA BIHAR,0,10,0,10,0.0,100.0,0.0
HOJ,HAMILTONGANJ,0,1,9,10,0.0,10.0,90.0
DAJ,DAROJI,0,0,10,10,0.0,0.0,100.0
UPD,ULAVAPADU,0,2,8,10,0.0,20.0,80.0
PNGM,PANCHGRAM,0,4,6,10,0.0,40.0,60.0
LP,LALAPET,0,9,1,10,0.0,90.0,10.0
LPG,LAPANGA,2,3,5,10,20.0,30.0,50.0
LPNR,LAJPAT NAGAR,6,4,0,10,60.0,40.0,0.0
BUM,BOMMASAMUDRA,0,7,3,10,0.0,70.0,30.0
LNN,LONAND,0,0,10,10,0.0,0.0,100.0
SNAP,SONA ARJUNPU,0,2,8,10,0.0,20.0,80.0
JLS,JALESAR ROAD,0,2,8,10,0.0,20.0,80.0
BKTB,BINDUKURI,2,2,6,10,20.0,20.0,60.0
KRSA,KHARSALIYA,0,6,4,10,0.0,60.0,40.0
KRSW,KOHAR SINGH,0,10,0,10,0.0,100.0,0.0
KRT,KHURAHAT,0,0,10,10,0.0,0.0,100.0
KRTN,KIRTINAGAR H,6,4,0,10,60.0,40.0,0.0
LNW,LAKHANWARA,0,10,0,10,0.0,100.0,0.0
PNPN,PANPANA PH,0,3,7,10,0.0,30.0,70.0
STH,SAITHAL (HAL,0,10,0,10,0.0,100.0,0.0
HSP,HASANPARTI R,0,2,8,10,0.0,20.0,80.0
HTJ,HATHRAS ROAD,0,6,4,10,0.0,60.0,40.0
DRR,DHARUR,0,4,6,10,0.0,40.0,60.0
BCB,BHOWRA BH,4,2,4,10,40.0,20.0,40.0
KSM,KAMASAMUDRAM,2,6,2,10,20.0,60.0,20.0
KSPR,KASHIPURA SA,0,6,4,10,0.0,60.0,40.0
KRYA,KURRAIYA,0,10,0,10,0.0,100.0,0.0
SML,SHIMLA,0,0,10,10,0.0,0.0,100.0
SMM,SALIYAMANGAL,0,5,5,10,0.0,50.0,50.0
SSD,SHAMSABAD,0,4,6,10,0.0,40.0,60.0
SSG,SHIU SAGAR R,0,2,8,10,0.0,20.0,80.0
SSN,SASON,2,3,5,10,20.0,30.0,50.0
POKL,PEOKOL  HALT,3,1,6,10,30.0,10.0,60.0
POO,POTLAPADU,0,1,9,10,0.0,10.0,90.0
POU,PADRAUNA,0,2,8,10,0.0,20.0,80.0
PP,PURANPUR,0,10,0,10,0.0,100.0,0.0
JKHI,JAKHOD KHERA,0,0,10,10,0.0,0.0,100.0
RAM,RAMAPURAM,0,7,3,10,0.0,70.0,30.0
RASP,RASIPURAM,0,4,6,10,0.0,40.0,60.0
JLT,JHAMAT (HALT,0,10,0,10,0.0,100.0,0.0
SNC,SWAMI NARAYA,0,1,9,10,0.0,10.0,90.0
LKT,HULKOTI,0,0,10,10,0.0,0.0,100.0
PPDE,PANDU PINDAR,0,4,6,10,0.0,40.0,60.0
PPDI,PIPRADIH,0,10,0,10,0.0,100.0,0.0
PPR,PIPAR ROAD J,0,2,8,10,0.0,20.0,80.0
SSC,SHAHI,0,10,0,10,0.0,100.0,0.0
CKA,CHAK PAKHEWA,0,8,2,10,0.0,80.0,20.0
CKB,CHOUTH-KA-BA,0,0,10,10,0.0,0.0,100.0
HSI,HARSAULI,0,2,8,10,0.0,20.0,80.0
LKD,LAKODARA,0,6,4,10,0.0,60.0,40.0
LHBK,LOTHAL BHURK,0,4,6,10,0.0,40.0,60.0
LHLL,LAHLI,2,6,2,10,20.0,60.0,20.0
PPZ,PEDDAMPET,0,2,8,10,0.0,20.0,80.0
SRPU,SRIPUR HALT,0,6,4,10,0.0,60.0,40.0
CKDL,CHAKDAYALA,0,2,8,10,0.0,20.0,80.0
CKLA,CHAK BANWALA,0,8,2,10,0.0,80.0,20.0
CKLT,CHAKKALI LAI,0,2,8,10,0.0,20.0,80.0
SNK,SINDKHEDA,0,0,10,10,0.0,0.0,100.0
SNKL,SANKARANKOVI,0,5,5,10,0.0,50.0,50.0
PYX,PEYANAPALLI,0,7,3,10,0.0,70.0,30.0
KTGD,KOTHGANGAD,0,4,6,10,0.0,40.0,60.0
KTJ,KHALTIPUR,0,4,6,10,0.0,40.0,60.0
RAG,RAIGIR  HALT,2,4,4,10,20.0,40.0,40.0
UTA,UMAR TALI,0,2,8,10,0.0,20.0,80.0
CKM,CHAUKI MAN,0,10,0,10,0.0,100.0,0.0
ARGL,ARGUL,0,2,8,10,0.0,20.0,80.0
ARGP,ARALAGUPPE,0,0,10,10,0.0,0.0,100.0
SRTN,SIBSAGAR TOW,0,2,8,10,0.0,20.0,80.0
SRUR,SIRPUR TOWN,0,2,8,10,0.0,20.0,80.0
LDR,LANDAURA,0,0,10,10,0.0,0.0,100.0
LDY,LAKKITI,0,5,5,10,0.0,50.0,50.0
LER,LEHRA F,0,4,6,10,0.0,40.0,60.0
BWR,BARWA SAGAR,0,2,8,10,0.0,20.0,80.0
BWZ,BADDOWAL,0,10,0,10,0.0,100.0,0.0
PVZ,PARVEZPUR,0,0,10,10,0.0,0.0,100.0
JJR,JEJURI,0,0,10,10,0.0,0.0,100.0
VRA,VALAVANUR HA,6,0,4,10,60.0,0.0,40.0
VRBD,VRINDABAN RO,0,5,5,10,0.0,50.0,50.0
PRB,PARBATI,0,0,10,10,0.0,0.0,100.0
LDCY,LODI COLONY,6,4,0,10,60.0,40.0,0.0
DSNI,DAUSNI,0,0,10,10,0.0,0.0,100.0
SRKI,SEMER KHEDI,0,4,6,10,0.0,40.0,60.0
AGR,AMARGARH,0,4,6,10,0.0,40.0,60.0
IDL,INDALVAI,0,2,8,10,0.0,20.0,80.0
IGU,IRUGUR,0,3,7,10,0.0,30.0,70.0
SNX,SANEH ROAD,10,0,0,10,100.0,0.0,0.0
CHRM,CHIRMIRI,0,2,8,10,0.0,20.0,80.0
DLMH,DHAULIMUHAN,0,2,8,10,0.0,20.0,80.0
DLPI,DELHI INDRAP,6,4,0,10,60.0,40.0,0.0
VP,VIRAPUR,1,1,8,10,10.0,10.0,80.0
BXG,BHANGA,0,6,4,10,0.0,60.0,40.0
KTO,KATORA,0,0,10,10,0.0,0.0,100.0
BLKR,BALLEKERE,0,0,10,10,0.0,0.0,100.0
BLL,BANTANAHAL,1,1,8,10,10.0,10.0,80.0
PUX,PARASIA,0,4,6,10,0.0,40.0,60.0
PRKH,PARAKANHATTI,0,4,6,10,0.0,40.0,60.0
BVQ,BHILAVDI,0,0,10,10,0.0,0.0,100.0
BVU,BALIPARA,0,2,8,10,0.0,20.0,80.0
BVW,BAHMNIWALA,0,10,0,10,0.0,100.0,0.0
URPR,UGRASENPUR,0,1,9,10,0.0,10.0,90.0
AKK,AKKIHEBBALU,0,2,8,10,0.0,20.0,80.0
SNM,SITANAGARAM,0,0,10,10,0.0,0.0,100.0
JGW,JOGIWALA,0,10,0,10,0.0,100.0,0.0
BVN,BISWAN,1,5,4,10,10.0,50.0,40.0
PRT,PANRUTI,0,6,4,10,0.0,60.0,40.0
INK,INTEKANNE,0,2,8,10,0.0,20.0,80.0
IPR,ISLAMPUR,0,8,2,10,0.0,80.0,20.0
IQB,IQBALPUR,0,0,10,10,0.0,0.0,100.0
KYOP,KOTTAPALLI H,0,2,8,10,0.0,20.0,80.0
IRA,ISRANA HALT,0,4,6,10,0.0,40.0,60.0
PSE,PUSAULI,0,2,8,10,0.0,20.0,80.0
KYM,KADIYAM,0,2,8,10,0.0,20.0,80.0
KWE,KHURIAL,0,2,8,10,0.0,20.0,80.0
KWN,KACHEWANI,1,7,2,10,10.0,70.0,20.0
KXB,KANJIA,0,4,6,10,0.0,40.0,60.0
PSZ,PARSAUNI,0,0,10,10,0.0,0.0,100.0
BWF,BUTEWALA,0,10,0,10,0.0,100.0,0.0
JAU,JHAUA,1,7,2,10,10.0,70.0,20.0
JBK,JAGGAMBHOTLA,0,0,10,10,0.0,0.0,100.0
JBO,JAMADOBA PH,4,2,4,10,40.0,20.0,40.0
SPTR,SILAPATHAR,0,0,10,10,0.0,0.0,100.0
KU,KULIKARAI,0,5,5,10,0.0,50.0,50.0
KUDN,KUDNI,0,0,10,10,0.0,0.0,100.0
KUF,KAURAH,0,2,8,10,0.0,20.0,80.0
AJTM,AJIT GILL MA,0,6,4,10,0.0,60.0,40.0
AJU,ARJUNI,0,1,9,10,0.0,10.0,90.0
JGJ,JAGESHARGANJ,0,0,10,10,0.0,0.0,100.0
BGWD,BAGEWADI H,0,4,6,10,0.0,40.0,60.0
BHBK,BODHADI BUJR,2,2,6,10,20.0,20.0,60.0
JDPT,JAGDISHPUR,0,10,0,10,0.0,100.0,0.0
SQN,SARAI KANSRA,0,1,9,10,0.0,10.0,90.0
JAB,YAMUNA BRIDG,0,6,4,10,0.0,60.0,40.0
BWI,BILWAI,0,0,10,10,0.0,0.0,100.0
BWL,BAWAL,0,1,9,10,0.0,10.0,90.0
PTLD,PATILADAHA,0,0,10,10,0.0,0.0,100.0
KVD,KHURMABAD RO,0,2,8,10,0.0,20.0,80.0
PUM,PALLIPPURAM,0,4,6,10,0.0,40.0,60.0
KUL,KALLAYI,0,4,6,10,0.0,40.0,60.0
JGD,JAGADISPUR,10,0,0,10,100.0,0.0,0.0
SOJ,SAROJINI NAG,6,4,0,10,60.0,40.0,0.0
BLRR,BELANDUR ROA,0,6,4,10,0.0,60.0,40.0
PTT,PUTALAPATTU,0,7,3,10,0.0,70.0,30.0
JCY,JIND CITY,0,4,6,10,0.0,40.0,60.0
JDB,JAGADALPUR,1,1,8,10,10.0,10.0,80.0
DDD,DHONDHA DIH,0,4,6,10,0.0,40.0,60.0
MY,MALLIYAM,0,10,0,10,0.0,100.0,0.0
BRH,BAIKUNTHPUR,0,0,10,10,0.0,0.0,100.0
NBKH,NABA GRAM KA,0,8,2,10,0.0,80.0,20.0
DODH,DODH,0,10,0,10,0.0,100.0,0.0
DOK,DHOLKA,0,4,6,10,0.0,40.0,60.0
DORD,DEO ROAD,0,6,4,10,0.0,60.0,40.0
NAU,NADAPURAM RO,0,3,7,10,0.0,30.0,70.0
NAVI,NEW AMRAVATI,0,2,8,10,0.0,20.0,80.0
EKR,EKANGAR SARA,0,8,2,10,0.0,80.0,20.0
EL,ELAMANUR,0,9,1,10,0.0,90.0,10.0
CVJ,CHAVAJ (BLOC,0,6,4,10,0.0,60.0,40.0
CWA,CHHINWARA JN,0,4,6,10,0.0,40.0,60.0
YGL,YELGUR,0,2,8,10,0.0,20.0,80.0
DCK,DHANDHUKA,0,4,6,10,0.0,40.0,60.0
BXS,PICHCHANDAR,3,2,4,9,33.3,22.2,44.4
BNE,BOHANI,0,0,9,9,0.0,0.0,100.0
BUGM,BERUGRAM,0,9,0,9,0.0,100.0,0.0
INS,INDAS PH,0,9,0,9,0.0,100.0,0.0
BWX,BAHMAN DIWAN,0,6,3,9,0.0,66.7,33.3
IKK,IKKAR HALT,0,0,9,9,0.0,0.0,100.0
BUDR,BAUDPUR,0,5,4,9,0.0,55.6,44.4
PJP,PANJIPARA,0,0,9,9,0.0,0.0,100.0
DDV,DADHDEVI,0,5,4,9,0.0,55.6,44.4
ATRR,ATRAURA (HAL,0,4,5,9,0.0,44.4,55.6
SVL,SEVALIYA,0,7,2,9,0.0,77.8,22.2
SVKD,SAVAR KUNDLA,0,2,7,9,0.0,22.2,77.8
DAS,DHASA,0,2,7,9,0.0,22.2,77.8
JTB,JAGATBELA,0,1,8,9,0.0,11.1,88.9
SUT,SATLANA,0,0,9,9,0.0,0.0,100.0
KZPE,KAZIPARA HAL,0,7,2,9,0.0,77.8,22.2
BTRB,BETUR PH,0,9,0,9,0.0,100.0,0.0
DS,DASNA,0,2,7,9,0.0,22.2,77.8
DLPT,DULAKHAPATNA,0,5,4,9,0.0,55.6,44.4
SRW,SHRI KARANPU,0,7,2,9,0.0,77.8,22.2
KPLD,KAPALI ROAD,0,5,4,9,0.0,55.6,44.4
KHRJ,KHUMBARAJ,0,1,8,9,0.0,11.1,88.9
PDS,PINDARSI HAL,0,7,2,9,0.0,77.8,22.2
KHM,KUSMHI,0,2,7,9,0.0,22.2,77.8
UTL,UTARLAI,0,2,7,9,0.0,22.2,77.8
DLD,DALAUDA,0,1,8,9,0.0,11.1,88.9
QTP,QUTABPUR,0,7,2,9,0.0,77.8,22.2
DUSI,DUSI,0,4,5,9,0.0,44.4,55.6
PBJM,PABNAWAJAS M,0,7,2,9,0.0,77.8,22.2
DAV,DEVALGANAUCH,0,0,9,9,0.0,0.0,100.0
SJM,SAJUMA,0,7,2,9,0.0,77.8,22.2
DUK,DUDIA,0,0,9,9,0.0,0.0,100.0
JES,JAITSAR,0,7,2,9,0.0,77.8,22.2
CHR,CHILKAHAR,0,0,9,9,0.0,0.0,100.0
SNKE,SUNEHTI KHAR,0,0,9,9,0.0,0.0,100.0
BMR,BIKRAMPUR,0,0,9,9,0.0,0.0,100.0
MACR,MANGULI CHOW,0,5,4,9,0.0,55.6,44.4
MA,MADHA,0,2,7,9,0.0,22.2,77.8
PPW,PACHPERWA,0,0,9,9,0.0,0.0,100.0
JLQ,JALPUR  HALT,0,8,1,9,0.0,88.9,11.1
PATL,PATEL HALT,0,4,5,9,0.0,44.4,55.6
DIW,DHILWAN,0,7,2,9,0.0,77.8,22.2
PRI,PATHRI,0,0,9,9,0.0,0.0,100.0
VKG,VAVADI KHURD,0,7,2,9,0.0,77.8,22.2
ULL,ULLAL,0,3,6,9,0.0,33.3,66.7
BXLL,BILLI,0,1,8,9,0.0,11.1,88.9
SRX,SURA NUSSI,0,7,2,9,0.0,77.8,22.2
GXG,GEONG  HALT,0,7,2,9,0.0,77.8,22.2
SQL,SONTALAI,0,0,9,9,0.0,0.0,100.0
SQE,SAMARALA HAL,0,2,7,9,0.0,22.2,77.8
SWG,SIDHWAN,0,9,0,9,0.0,100.0,0.0
DAL,DALIGANJ JN,1,4,4,9,11.1,44.4,44.4
JGG,JANGIGANJ,0,4,5,9,0.0,44.4,55.6
MAM,MANGALMAUDI,0,4,5,9,0.0,44.4,55.6
PPB,PARTABPURA,0,9,0,9,0.0,100.0,0.0
DRQ,DHARMINIYA,1,3,5,9,11.1,33.3,55.6
VLE,VELLALCHERUV,0,1,8,9,0.0,11.1,88.9
DRGJ,DARAGANJ,0,4,5,9,0.0,44.4,55.6
RHW,ROHIRA GHALL,0,2,7,9,0.0,22.2,77.8
BWCN,BOWAICHANDI,0,9,0,9,0.0,100.0,0.0
VLNK,VELANKANNI,5,2,2,9,55.6,22.2,22.2
VLDE,VALADI,3,2,4,9,33.3,22.2,44.4
BFR,PALLIKERI HA,0,3,6,9,0.0,33.3,66.7
PNDM,PENNADAM,0,2,7,9,0.0,22.2,77.8
JRK,JERUWAKHERA,0,2,7,9,0.0,22.2,77.8
KSTE,KISTAMASETTI,0,0,9,9,0.0,0.0,100.0
KWH,KACHHWA ROAD,0,4,5,9,0.0,44.4,55.6
SJGH,SARAI JAGDIS,0,4,5,9,0.0,44.4,55.6
KYB,KAIYAR PH,0,9,0,9,0.0,100.0,0.0
HDT,HARDATTPUR F,0,4,5,9,0.0,44.4,55.6
BFE,BAHAWAL BASI,0,6,3,9,0.0,66.7,33.3
PSF,PATRASAYER P,0,9,0,9,0.0,100.0,0.0
PLT,PIRTHALA LAL,0,0,9,9,0.0,0.0,100.0
UNK,UNKAL,2,0,7,9,22.2,0.0,77.8
CHH,CHAUKHANDI,0,1,8,9,0.0,11.1,88.9
ARL,ARAUL MAKANP,0,4,5,9,0.0,44.4,55.6
DKT,DHULKOT,0,2,7,9,0.0,22.2,77.8
BNG,BARNAGAR,0,7,2,9,0.0,77.8,22.2
SRBZ,SEHARA BAZAR,0,9,0,9,0.0,100.0,0.0
AMT,AMMAPET,0,5,4,9,0.0,55.6,44.4
MCQ,MIRCHADHORHI,0,1,8,9,0.0,11.1,88.9
MCO,MOTIHARI COU,0,1,8,9,0.0,11.1,88.9
SMPR,SHRI MADHOPU,1,0,8,9,11.1,0.0,88.9
HBP,HARPUR BOCHA,0,3,6,9,0.0,33.3,66.7
BYH,BHITI,0,4,5,9,0.0,44.4,55.6
KYV,KOYILVENNI H,0,5,4,9,0.0,55.6,44.4
KSNR,KHUSHAL NAGA,0,0,9,9,0.0,0.0,100.0
RMZ,ROUTHPURAM H,0,3,6,9,0.0,33.3,66.7
RMRB,RAMNAGAR (BE,0,9,0,9,0.0,100.0,0.0
TAS,THASRA,0,7,2,9,0.0,77.8,22.2
GTQ,GUMTALI,0,9,0,9,0.0,100.0,0.0
UKV,UTTAMARKOVIL,3,2,4,9,33.3,22.2,44.4
DIM,DHANSIMLA PH,0,9,0,9,0.0,100.0,0.0
GSQ,GUIR SARANG,0,9,0,9,0.0,100.0,0.0
TBA,TIMBA ROAD J,0,7,2,9,0.0,77.8,22.2
RNGR,RAINAGAR PH,0,9,0,9,0.0,100.0,0.0
SHMR,SHYAMSUNDAR,0,9,0,9,0.0,100.0,0.0
SHKL,SHANKRUL PH,0,9,0,9,0.0,100.0,0.0
AGCI,ANGADI,0,7,2,9,0.0,77.8,22.2
GRZ,GURTHURI,0,7,2,9,0.0,77.8,22.2
MID,MADHI,0,0,9,9,0.0,0.0,100.0
GRRG,GURLI RAMGAR,0,0,9,9,0.0,0.0,100.0
GRO,GURRA,0,0,9,9,0.0,0.0,100.0
BILD,BILDI,0,4,5,9,0.0,44.4,55.6
CAMU,CHAMUA F,0,0,9,9,0.0,0.0,100.0
BELD,BELKHEDA,0,0,9,9,0.0,0.0,100.0
GPR,GHORPURI,0,0,9,9,0.0,0.0,100.0
AJIT,AJIT,0,0,9,9,0.0,0.0,100.0
KMRL,KUMRUI PH,0,9,0,9,0.0,100.0,0.0
GOR,GOPINATHPUR,0,9,0,9,0.0,100.0,0.0
NVU,NAVALUR,2,0,7,9,22.2,0.0,77.8
MLG,MALHARGARH,0,1,8,9,0.0,11.1,88.9
DOD,DHODHAR,0,1,8,9,0.0,11.1,88.9
NVRD,NAVADE ROAD,1,4,4,9,11.1,44.4,44.4
NTU,NIGATPUR F,0,4,5,9,0.0,44.4,55.6
TIK,TIK,0,7,2,9,0.0,77.8,22.2
GMMG,GRAM MASAGRA,0,9,0,9,0.0,100.0,0.0
SFW,SARANGPUR,0,0,9,9,0.0,0.0,100.0
GNJ,GUNJI,0,1,8,9,0.0,11.1,88.9
BATM,BATALA SUGAR,0,9,0,9,0.0,100.0,0.0
BARL,BARAL,0,7,2,9,0.0,77.8,22.2
GMD,GURAMKHEDI,0,0,9,9,0.0,0.0,100.0
SET,SETTIHALLI,0,4,5,9,0.0,44.4,55.6
GMDP,GRAMDADPUR,0,9,0,9,0.0,100.0,0.0
MNKB,MIYON KA BAR,0,0,9,9,0.0,0.0,100.0
BIY,BARDOLI,0,0,9,9,0.0,0.0,100.0
RSNR,RAI SINGH NA,0,7,2,9,0.0,77.8,22.2
GJS,GAJSINGHPUR,0,7,2,9,0.0,77.8,22.2
GLG,GULABGANJ,0,2,7,9,0.0,22.2,77.8
BSGR,BHAGSAR,0,7,2,9,0.0,77.8,22.2
RTR,RAMNATHPUR,0,4,5,9,0.0,44.4,55.6
RTB,RAJA TALAB,0,4,5,9,0.0,44.4,55.6
